,word,gls,stem,affixes,nonfinite.affixes
8767,ʨala-maːn,run-ptcp.ipf,run,"ptcp, ipf",
8768,bot,be.pst.3pl,be,"pst, 3pl",
8769,ga-i,go-cv,go,cv,cv
8770,le-wus,find-pst.3sg,find,"pst, 3sg",
8771,ʦʰin-i,cut-cv,cut,cv,cv
8772,bikin-i,sell-cv,sell,cv,cv
8773,go-i,take-cv,take,cv,cv
8774,go-i,take-cv,take,cv,cv
8775,aːj-i,come-cv,come,cv,cv
8776,ta-i,see-cv,see,cv,cv
8777,ga,go,go,,
8778,ker-us,do-pst.3sg,do,"pst, 3sg",
8779,aːn-u,bring-pst.2sg,bring,"pst, 2sg",
8780,ɬ-itus,give-prf.3sg,give,"prf, 3sg",
8781,ker-a,do-imp.sg,do,"imp, sg",
8782,ʥa,say,say,,
8783,leɽa-ama,show-fut.1sg,show,"fut, 1sg",
8784,uʂʈ-i,get_up-cv,get_up,cv,cv
8785,gajt,go.pst.3pl,go,"pst, 3pl",
8786,fed-i,arrive-cv,arrive,cv,cv
8787,baːl-on-ãː,look-pst.3pl-dat,look,"pst, 3pl, dat",
8788,buwa,be.pst.3m.sg,be,"pst, 3m, sg",
8789,ker-us,do-pst.3sg,do,"pst, 3sg",
8790,ta-i,see-cv,see,cv,cv
8791,buwa,be.pst.3m.sg,be,"pst, 3m, sg",
8792,ʥaː,say.imp,say,imp,
8793,buwa,be.pst.3m.sg,be,"pst, 3m, sg",
8794,pe-san,sleep-ptcp.pf,sleep,"ptcp, pf",
8795,bui,be.pst.3f.sg,be,"pst, 3f, sg",
8796,ʥa-us,say-pst.3sg,say,"pst, 3sg",
8797,tʰinis,be.prs.2f.sg,be,"prs, 2f, sg",
8798,ke,do.cv,do,cv,cv
8799,taŋga-itu,throw-prf.2sg,throw,"prf, 2sg",
8800,nes,come_out,come_out,,
8801,tʰini,be.prs.3f.sg,be,"prs, 3f, sg",
8802,nahnet,no.3pl,no,3pl,
8803,tʰina,be.prs.3m.sg,be,"prs, 3m, sg",
8804,koʈ-i,pluck-cv,pluck,cv,cv
8805,p-won,drink-pst.3pl,drink,"pst, 3pl",
8806,d-imaːn,go-prs.3sg,go,"prs, 3sg",
8807,ʥa-us,say-pst.3sg,say,"pst, 3sg",
8808,ke-mes,do-prs.2sg,do,"prs, 2sg",
8809,tʰanes,be.prs.2sg,be,"prs, 2sg",
8810,ke,do.cv,do,cv,cv
8811,niɕ-itanes,sit-prf.2m.sg,sit,"prf, 2m, sg",
8812,nahnet,no.3pl,no,3pl,
8813,ʂa-itijãː,send,send,,
8814,fuʈ-ɪ,break-cv,break,cv,cv
8815,fuʈ-i,break-cv,break,cv,cv
8816,ke-jtitãː,do,do,,
8817,go-i,take-cv,take,cv,cv
8818,aːjat,come.pst.3pl,come,"pst, 3pl",
8819,ker-on,do-pst.3pl,do,"pst, 3pl",
8820,uʂʈ-i,get_up-cv,get_up,cv,cv
8821,go-i,take-cv,take,cv,cv
8822,bot,be.pst.3pl,be,"pst, 3pl",
8823,fed-i,arrive-cv,arrive,cv,cv
8824,ʂa-i,send-cv,send,cv,cv
8825,ker-on,do-pst.3pl,do,"pst, 3pl",
8826,kʰuɕ-i,dig-cv,dig,cv,cv
8827,ker-on,do-pst.3pl,do,"pst, 3pl",
8828,ʥa-us,say-pst.3sg,say,"pst, 3sg",
8829,ker-um-ãː,do-pst.1sg-dat,do,"pst, 1sg, dat",
8830,bum,be.pst.1sg,be,"pst, 1sg",
8831,ʈopala-i,collect-cv,collect,cv,cv
8832,aːjat,come.pst.3pl,come,"pst, 3pl",
8833,ke-maːn,do-ptcp.ipf,do,"ptcp, ipf",
8834,bot,be.pst.3pl,be,"pst, 3pl",
8835,naʂ-ot,sit-pst.3pl,sit,"pst, 3pl",
8836,bas-ok,get.settled-pst.1pl,get,"settled, pst, 1pl",
8837,tʰini,be.prs.3f.sg,be,"prs, 3f, sg",
8838,buwa,be.pst.3m.sg,be,"pst, 3m, sg",
8839,buwa,be.pst.3m.sg,be,"pst, 3m, sg",
8840,ɬɪ-tus,give-prf.3sg,give,"prf, 3sg",
8841,ɬ-itus,give-prf.3sg,give,"prf, 3sg",
8842,ʐu-maːntima,eat-ipf.fut.1sg,eat,"ipf, fut, 1sg",
8843,tʰini,be.prs.3f.sg,be,"prs, 3f, sg",
8844,ke-us,do-pst.3sg,do,"pst, 3sg",
8845,ke-us-ãː,do-pst.3sg-dat,do,"pst, 3sg, dat",
8846,buwa,be.pst.3m.sg,be,"pst, 3m, sg",
8847,buwa,be.pst.3m.sg,be,"pst, 3m, sg",
8848,zu-isan-a,eat-ptcp.pf-obl,eat,"ptcp, pf, obl",
8849,buwa,be.pst.3m.sg,be,"pst, 3m, sg",
8850,ʐun-us,eat-pst.3sg,eat,"pst, 3sg",
8851,nes-ui,come_out-pst.3f.sg,come_out,"pst, 3f, sg",
8852,ʥ-i-i,come-cv,come,cv,cv
8853,ga,go.pst.3sg,go,"pst, 3sg",
8854,gaː-i,carry-cv,carry,cv,cv
8855,ʐun-us,eat-pst.3sg,eat,"pst, 3sg",
8856,ʥ-i,come-cv,come,cv,cv
8857,nes-ui,come_out-pst.3f.sg,come_out,"pst, 3f, sg",
8858,bui,be.pst.3f.sg,be,"pst, 3f, sg",
8859,ga,go.pst.3sg,go,"pst, 3sg",
8860,ga,go.pst.3sg,go,"pst, 3sg",
8861,ʐun-us,eat-pst.3sg,eat,"pst, 3sg",
8862,ʨal-imeni,run,run,,
8863,buwa,be.pst.3m.sg,be,"pst, 3m, sg",
8864,buwa-ãː,be.pst.3m.sg-dat,be,"pst, 3m, sg, dat",
8865,tʰini,be.prs.3f.sg,be,"prs, 3f, sg",
8866,aːj-i,come-cv,come,cv,cv
8867,aːj-i,come-cv,come,cv,cv
8868,aːjia-ãː,come.pst.3sg-dat,come,"pst, 3sg, dat",
8869,bui-ãː,be.pst.3f.sg-dat,be,"pst, 3f, sg, dat",
8870,ʥa-us,say-pst.3sg,say,"pst, 3sg",
8871,ʥa-us,say-pst.3sg,say,"pst, 3sg",
8872,tʰini,be.prs.3f.sg,be,"prs, 3f, sg",
8873,ker-a,do-imp.sg,do,"imp, sg",
8874,ʥa-us,say-pst.3sg,say,"pst, 3sg",
8875,ker-a,do-imp.sg,do,"imp, sg",
8876,ʥa-us,say-pst.3sg,say,"pst, 3sg",
8877,tʰini,be.prs.3f.sg,be,"prs, 3f, sg",
8878,ke-jika,do-fut.1pl,do,"fut, 1pl",
8879,ɬ-iba,give-fut.3sg,give,"fut, 3sg",
8880,aːja,come.pst.3sg,come,"pst, 3sg",
8881,ke-men,do-prs.3sg,do,"prs, 3sg",
8882,aːja-aː̃ː,come.pst.3sg-dat,come,"pst, 3sg, dat",
8883,bui,be.pst.3f.sg,be,"pst, 3f, sg",
8884,bui-ãː,be.pst.3f.sg-dat,be,"pst, 3f, sg, dat",
8885,ʥa-us,say-pst.3sg,say,"pst, 3sg",
8886,ʥ-ijau,come-opt,come,opt,
8887,ɬ-ijau,give-opt,give,opt,
8888,ɬ-ijau,give-opt,give,opt,
8889,ʥa-us-ãː,say-pst.3sg-dat,say,"pst, 3sg, dat",
8890,ʂunɖ-uwa,hear-pst.3m.sg,hear,"pst, 3m, sg",
8891,ʂunɖ-uwa,hear-pst.3m.sg,hear,"pst, 3m, sg",
8892,tʰini,be.prs.3f.sg,be,"prs, 3f, sg",
8893,ʥ-ijau,come-opt,come,opt,
8894,ʥ-ijau,come-opt,come,opt,
8895,ʥa-us,say-pst.3sg,say,"pst, 3sg",
8896,niʂ-uwa,sit-pst.3m.sg,sit,"pst, 3m, sg",
8897,niʂ-uwa-ãː,sit-pst.3m.sg-dat,sit,"pst, 3m, sg, dat",
8898,aːja,come.pst.3sg,come,"pst, 3sg",
8899,nes-uwa,come_out-pst.3m.sg,come_out,"pst, 3m, sg",
8900,nes-uwa,come_out-pst.3m.sg,come_out,"pst, 3m, sg",
8901,ʥ-iba,come-fut.3sg,come,"fut, 3sg",
8902,ʐu-iba,eat-fut.3sg,eat,"fut, 3sg",
8903,nes-ima,come_out-fut.1sg,come_out,"fut, 1sg",
8904,baːl-ema,look-fut.1sg,look,"fut, 1sg",
8905,tala-i,put-cv,put,cv,cv
8906,go-i,take-cv,take,cv,cv
8907,nes-ana,come_out-nonfin.debit,come_out,"nonfin, debit",
8908,b-iba,be-fut.3sg,be,"fut, 3sg",
8909,nes-uwa-ãː,come_out-pst.3m.sg-dat,come_out,"pst, 3m, sg, dat",
8910,buwa,be.pst.3m.sg,be,"pst, 3m, sg",
8911,baːl-imaːn-ãː,look-prs.3sg-dat,look,"prs, 3sg, dat",
8912,tʰana,be.prs.3m.sg,be,"prs, 3m, sg",
8913,tʰ-i,be-cv,be,cv,cv
8914,ta-ik-i,see-vn,see,vn,vn
8915,go-i,take-cv,take,cv,cv
8916,genʈ-i,tie-cv,tie,cv,cv
8917,genʈ-us,tie-pst.3sg,tie,"pst, 3sg",
8918,genʈ-us,tie-pst.3sg,tie,"pst, 3sg",
8919,genʈ-us-ãː,win-pst.3sg-dat,win,"pst, 3sg, dat",
8920,ke-us-ãː,do-pst.3sg-dat,do,"pst, 3sg, dat",
8921,ke-us-ãː,do-pst.3sg-dat,do,"pst, 3sg, dat",
8922,ke-us-ãː,do-pst.3sg-dat,do,"pst, 3sg, dat",
8923,baːl-us-ãː,look-pst.3sg-dat,look,"pst, 3sg, dat",
8924,ʂa-i,send-cv,send,cv,cv
8925,baːl-us-ãː,look-pst.3sg-dat,look,"pst, 3sg, dat",
8926,buwa,be.pst.3m.sg,be,"pst, 3m, sg",
8927,buwa-ãː,be.pst.3m.sg-dat,be,"pst, 3m, sg, dat",
8928,ʥa-us,say-pst.3sg,say,"pst, 3sg",
8929,aːja,come.pst.3sg,come,"pst, 3sg",
8930,genʈ-aːn,tie-pass,tie,pass,
8931,d-itana,go-prf.3m.sg,go,"prf, 3m, sg",
8932,ʥa-us,say-pst.3sg,say,"pst, 3sg",
8933,tʰana,be.prs.3m.sg,be,"prs, 3m, sg",
8934,genʈ-aːn,tie-pass,tie,pass,
8935,d-ibuwa,go-dist.pst.3m.sg,go,"dist, pst, 3m, sg",
8936,b-isan,be-ptcp.pf,be,"ptcp, pf",
8937,tʰana,be.prs.3m.sg,be,"prs, 3m, sg",
8938,bui,be.pst.3f.sg,be,"pst, 3f, sg",
8939,bui-ãː,be.pst.3f.sg-dat,be,"pst, 3f, sg, dat",
8940,ʥ-imet,come-prs.3pl,come,"prs, 3pl",
8941,ʥ-imet,come-prs.3pl,come,"prs, 3pl",
8942,ʥ-imet,come-prs.3pl,come,"prs, 3pl",
8943,ʐu-itita,eat,eat,,
8944,ʥa-i,say-cv,say,cv,cv
8945,ʥ-imaːn,come-prs.3sg,come,"prs, 3sg",
8946,ʥ-imaːn,come-prs.3sg,come,"prs, 3sg",
8947,ʐun-us,eat-pst.3sg,eat,"pst, 3sg",
8948,ɬ-ɪmet,give-prs.3pl,give,"prs, 3pl",
8949,ʐun-us,eat-pst.3sg,eat,"pst, 3sg",
8950,aːjia-ãː,come.pst.3sg-dat,come,"pst, 3sg, dat",
8951,ʥa-won,say-pst.3pl,say,"pst, 3pl",
8952,ɬap-i,run-cv,run,cv,cv
8953,ʥ-i,come-cv,come,cv,cv
8954,ʥ-i,come-cv,come,cv,cv
8955,ʥ-i,come-cv,come,cv,cv
8956,ʥ-i,come-cv,come,cv,cv
8957,ɬap-i,run-cv,run,cv,cv
8958,d-i,go-cv,go,cv,cv
8959,genʈ-um,tie-pst.1sg,tie,"pst, 1sg",
8960,bui,be.pst.3f.sg,be,"pst, 3f, sg",
8961,ke,do.cv,do,cv,cv
8962,ʥa-us,say-pst.3sg,say,"pst, 3sg",
8963,man-imem,accept-prs.1sg,accept,"prs, 1sg",
8964,ʥa-us,say-pst.3sg,say,"pst, 3sg",
8965,bui,be.pst.3f.sg,be,"pst, 3f, sg",
8966,tʰini,be.prs.3f.sg,be,"prs, 3f, sg",
8967,koʦ-us,ask-pst.3sg,ask,"pst, 3sg",
8968,koʦ-us-ãː,ask-pst.3sg-dat,ask,"pst, 3sg, dat",
8969,ʥa-us,say-pst.3sg,say,"pst, 3sg",
8970,d-i,go-cv,go,cv,cv
8971,buwa,be.pst.3m.sg,be,"pst, 3m, sg",
8972,ʥa-us,say-pst.3sg,say,"pst, 3sg",
8973,genʈ-iton,tie-prf.3pl,tie,"prf, 3pl",
8974,buwa,be.pst.3m.sg,be,"pst, 3m, sg",
8975,bok,be.pst.1pl,be,"pst, 1pl",
8976,ʥa-um,say-pst.1sg,say,"pst, 1sg",
8977,ʥ-iba,come-fut.3sg,come,"fut, 3sg",
8978,ʥ-ijau,come-opt,come,opt,
8979,ʥ-ijau,come-opt,come,opt,
8980,ʥ-ijau,come-opt,come,opt,
8981,bui-ãː,be.pst.3f.sg-dat,be,"pst, 3f, sg, dat",
8982,ʂunɖ-i,hear-cv,hear,cv,cv
8983,b-isan,be-ptcp.pf,be,"ptcp, pf",
8984,buwa,be.pst.3m.sg,be,"pst, 3m, sg",
8985,nes-om,come_out-pst.1sg,come_out,"pst, 1sg",
8986,baːl-i,look-cv,look,cv,cv
8987,kʰaː-ika,pull_out-fut.1pl,pull_out,"fut, 1pl",
8988,genʈ-i,tie-cv,tie,cv,cv
8989,nes-om-ãː,come_out-pst.1sg-dat,come_out,"pst, 1sg, dat",
8990,buwa,be.pst.3m.sg,be,"pst, 3m, sg",
8991,genʈ-i,tie-cv,tie,cv,cv
8992,genʈ-um,tie-pst.1sg,tie,"pst, 1sg",
8993,ʥa-um,say-pst.1sg,say,"pst, 1sg",
8994,d-ika,go-fut.1pl,go,"fut, 1pl",
8995,ʥa-i,say-cv,say,cv,cv
8996,baːl-imek-ãː,look-prs.1pl-dat,look,"prs, 1pl, dat",
8997,bui-ãː,be.pst.3f.sg-dat,be,"pst, 3f, sg, dat",
8998,buwa,be.pst.3m.sg,be,"pst, 3m, sg",
8999,buwa-ãː,be.pst.3m.sg-dat,be,"pst, 3m, sg, dat",
9000,ʥa-us,say-pst.3sg,say,"pst, 3sg",
9001,ʥa-us,say-pst.3sg,say,"pst, 3sg",
9002,ke-jtu,do-prf.2sg,do,"prf, 2sg",
9003,buwa,be.pst.3m.sg,be,"pst, 3m, sg",
9004,kʰaː-us,pull_out-pst.3sg,pull_out,"pst, 3sg",
9005,wuʈa-us,stand_caus-pst.3sg,stand_caus,"pst, 3sg",
9006,gaː-ji,carry-cv,carry,cv,cv
9007,maːr-on,kill-pst.3pl,kill,"pst, 3pl",
9008,ke-won,do-pst.3pl,do,"pst, 3pl",
9009,ke-us,do-pst.3sg,do,"pst, 3sg",
9010,mir-uwa,die-pst.3m.sg,die,"pst, 3m, sg",
9011,niʂa-us,sit_caus-pst.3sg,sit_caus,"pst, 3sg",
9012,buwa,be.pst.3m.sg,be,"pst, 3m, sg",
9013,bui,be.pst.3f.sg,be,"pst, 3f, sg",
9014,ɬ-i,give-cv,give,cv,cv
9015,tʰini,be.prs.3f.sg,be,"prs, 3f, sg",
9016,tʰini,be.prs.3f.sg,be,"prs, 3f, sg",
9017,niɕ-isan,sit-ptcp.pf,sit,"ptcp, pf",
9018,tʰanek,be.prs.1pl,be,"prs, 1pl",
9019,tʰini,be.prs.3f.sg,be,"prs, 3f, sg",
9020,ker-imem,do-prs.1sg,do,"prs, 1sg",
9021,ʂunɖ-imek,hear-prs.1pl,hear,"prs, 1pl",
9022,ker-u,do-pst.2sg,do,"pst, 2sg",
9023,ker-u,do-pst.2sg,do,"pst, 2sg",
9024,ɬ-itu,give-prf.2sg,give,"prf, 2sg",
9025,tʰana,be.prs.3m.sg,be,"prs, 3m, sg",
9026,ker-iba,do-fut.3sg,do,"fut, 3sg",
9027,b-ijau,be-opt,be,opt,
9028,ke-ok,do-pst.1pl,do,"pst, 1pl",
9029,ɬ-itus,give-prf.3sg,give,"prf, 3sg",
9030,ke-ok,do-pst.1pl,do,"pst, 1pl",
9031,ga-ik,go-pst.1pl,go,"pst, 1pl",
9032,d-i,go-cv,go,cv,cv
9033,ɬ-i,give-cv,give,cv,cv
9034,d-i,go-cv,go,cv,cv
9035,luk-ok,have.tea-pst.1pl,have,"tea, pst, 1pl",
9036,luk-ok,have.tea-pst.1pl,have,"tea, pst, 1pl",
9037,luk-ok,have.tea-pst.1pl,have,"tea, pst, 1pl",
9038,nes-i,come_out-cv,come_out,cv,cv
9039,aːjak,come.pst.1pl,come,"pst, 1pl",
9040,aːjak,come.pst.1pl,come,"pst, 1pl",
9041,aːjak-ãː,come.pst.1pl-dat,come,"pst, 1pl, dat",
9042,bok,be.pst.1pl,be,"pst, 1pl",
9043,ɬenʨ-i,get_into-cv,get_into,cv,cv
9044,bok,be.pst.1pl,be,"pst, 1pl",
9045,ɬenʨ-i,get_into-cv,get_into,cv,cv
9046,bok,be.pst.1pl,be,"pst, 1pl",
9047,ke-on,do-pst.3pl,do,"pst, 3pl",
9048,ke-daːon,do-dist.pst.3pl,do,"dist, pst, 3pl",
9049,ke-daːon,do-dist.pst.3pl,do,"dist, pst, 3pl",
9050,ke-daːon,do-dist.pst.3pl,do,"dist, pst, 3pl",
9051,ke-daːon,do-dist.pst.3pl,do,"dist, pst, 3pl",
9052,bok,be.pst.1pl,be,"pst, 1pl",
9053,ke-daːon,do-dist.pst.3pl,do,"dist, pst, 3pl",
9054,bok,be.pst.1pl,be,"pst, 1pl",
9055,ɬ-i,give-cv,give,cv,cv
9056,d-ibom,go-dist.pst.1sg,go,"dist, pst, 1sg",
9057,ʥ-i,come-cv,come,cv,cv
9058,aːjam,come.pst.1sg,come,"pst, 1sg",
9059,ʥ-i,come-cv,come,cv,cv
9060,ʥ-i,come-cv,come,cv,cv
9061,aːjam,come.pst.1sg,come,"pst, 1sg",
9062,buwa,be.pst.3m.sg,be,"pst, 3m, sg",
9063,paʦa-idaːon,cook-dist.pst.3pl,cook,"dist, pst, 3pl",
9064,ʐu-nok,eat-pst.1pl,eat,"pst, 1pl",
9065,bot,be.pst.3pl,be,"pst, 3pl",
9066,nes-ok,come_out-pst.1pl,come_out,"pst, 1pl",
9067,d-ika,go-fut.1pl,go,"fut, 1pl",
9068,d-ika,go-fut.1pl,go,"fut, 1pl",
9069,tʰanek,be.prs.1pl,be,"prs, 1pl",
9070,bui,be.pst.3f.sg,be,"pst, 3f, sg",
9071,ke-jet,do-pst.3pl,do,"pst, 3pl",
9072,bui,be.pst.3f.sg,be,"pst, 3f, sg",
9073,ke-jt,do-pst.3pl,do,"pst, 3pl",
9074,d-ik,go-pst.1pl,go,"pst, 1pl",
9075,ʥ-iu,come-imp.pl,come,"imp, pl",
9076,ʐu-u,eat-imp.pl,eat,"imp, pl",
9077,niʂ-aːt,sit-pst.3pl,sit,"pst, 3pl",
9078,ke-jt,do-pst.3pl,do,"pst, 3pl",
9079,ke-met,do-prs.3pl,do,"prs, 3pl",
9080,b-imen,be-ptcp.ipf,be,"ptcp, ipf",
9081,d-imaːn,go-prs.3sg,go,"prs, 3sg",
9082,bot,be.pst.3pl,be,"pst, 3pl",
9083,b-imaːn,be-prs.3sg,be,"prs, 3sg",
9084,buwa,be.pst.3m.sg,be,"pst, 3m, sg",
9085,ke-jt,do-pst.3pl,do,"pst, 3pl",
9086,d-ik,go-pst.1pl,go,"pst, 1pl",
9087,b-it,be-pst.3pl,be,"pst, 3pl",
9088,niʂ,sit.imp,sit,imp,
9089,ʥa,say,say,,
9090,ɬ-a,give-imp.sg,give,"imp, sg",
9091,ʐu-i,eat-cv,eat,cv,cv
9092,nes-i,come_out-cv,come_out,cv,cv
9093,ɬ-ik,give-vn,give,vn,vn
9094,d-ik,go-pst.1pl,go,"pst, 1pl",
9095,ʐu-ik,eat-pst.1pl,eat,"pst, 1pl",
9096,luk-ik,have.tea-pst.1pl,have,"tea, pst, 1pl",
9097,nes-i,come_out-cv,come_out,cv,cv
9098,d-ik,go-pst.1pl,go,"pst, 1pl",
9099,ɬ-ik,give-vn,give,vn,vn
9100,aːj-i,come-cv,come,cv,cv
9101,b-imaːn,be-prs.3sg,be,"prs, 3sg",
9102,b-imaːn,be-prs.3sg,be,"prs, 3sg",
9103,b-imen,be-ptcp.ipf,be,"ptcp, ipf",
9104,d-imaːn,go-prs.3sg,go,"prs, 3sg",
9105,b-imen,be-ptcp.ipf,be,"ptcp, ipf",
9106,d-imaːn,go-prs.3sg,go,"prs, 3sg",
9107,b-imen,be-ptcp.ipf,be,"ptcp, ipf",
9108,d-imet,go-prs.3pl,go,"prs, 3pl",
9109,bui,be.pst.3f.sg,be,"pst, 3f, sg",
9110,bui,be.pst.3f.sg,be,"pst, 3f, sg",
9111,bot,be.pst.3pl,be,"pst, 3pl",
9112,bui,be.pst.3f.sg,be,"pst, 3f, sg",
9113,tala-at,put-pst.3pl,put,"pst, 3pl",
9114,parz-os-aː,understand-pst.2sg-q,understand,"pst, 2sg, q",
9115,ke-daːok,do-dist.pst.1pl,do,"dist, pst, 1pl",
9116,niɕ-ibok,sit-dist.pst.1pl,sit,"dist, pst, 1pl",
9117,parz-os-aː,understand-pst.2sg-q,understand,"pst, 2sg, q",
9118,tʰana,be.prs.3m.sg,be,"prs, 3m, sg",
9119,tʰana,be.prs.3m.sg,be,"prs, 3m, sg",
9120,ke-maːn,do-prs.3sg,do,"prs, 3sg",
9121,ɬ-ijau,give-opt,give,opt,
9122,go-itok,take-prf.1pl,take,"prf, 1pl",
9123,go-jau,take-opt,take,opt,
9124,ke-k,do-pst.1pl,do,"pst, 1pl",
9125,ke-t,do-pst.3pl,do,"pst, 3pl",
9126,d-ik,go-pst.1pl,go,"pst, 1pl",
9127,ɬ-ik,give-vn,give,vn,vn
9128,ʥ-et,come-pst.3pl,come,"pst, 3pl",
9129,ɬ-et,give-pst.3pl,give,"pst, 3pl",
9130,d-i,go-cv,go,cv,cv
9131,ʐu-i,eat-cv,eat,cv,cv
9132,ʥ-ik,come-pst.1pl,come,"pst, 1pl",
9133,parz-os-aː,understand-pst.2sg-q,understand,"pst, 2sg, q",
9134,bua,be.pst.3m.sg,be,"pst, 3m, sg",
9135,buwa,be.pst.3m.sg,be,"pst, 3m, sg",
9136,ta-i,see-cv,see,cv,cv
9137,lag-ui,need-pst.3f.sg,need,"pst, 3f, sg",
9138,gir-ua,live-pst.3m.sg,live,"pst, 3m, sg",
9139,parz-os-aː,understand-pst.2sg-q,understand,"pst, 2sg, q",
9140,gir-ua,live-pst.3m.sg,live,"pst, 3m, sg",
9141,tʰini,be.prs.3f.sg,be,"prs, 3f, sg",
9142,tʰanek,be.prs.1pl,be,"prs, 1pl",
9143,parz-os-aː,understand-pst.2sg-q,understand,"pst, 2sg, q",
9144,tʰinek,be.prs.1pl,be,"prs, 1pl",
9145,genʈ-ɪmet-i,tie-prs.3pl,tie,"prs, 3pl",
9146,tʰo-imet,put-prs.3pl,put,"prs, 3pl",
9147,b-itini,be-prf.3f.sg,be,"prf, 3f, sg",
9148,bua,be.pst.3m.sg,be,"pst, 3m, sg",
9149,b-imaːn,be-ptcp.ipf,be,"ptcp, ipf",
9150,bot,be.pst.3pl,be,"pst, 3pl",
9151,bui,be.pst.3f.sg,be,"pst, 3f, sg",
9152,b-imaːn,be-prs.3sg,be,"prs, 3sg",
9153,ɬ-ijau,give-opt,give,opt,
9154,dara-us,leave-pst.3sg,leave,"pst, 3sg",
9155,kar-a-jau,do-opt,do,opt,
9156,m-itanet,die-prf.3pl,die,"prf, 3pl",
9157,baxʨ-ijau,forgive-opt,forgive,opt,
9158,baxʨ-ijau,forgive-opt,forgive,opt,
9159,d-itanait,go-prf.3pl,go,"prf, 3pl",
9160,baxʨ-ijau,forgive-opt,forgive,opt,
9161,tʰini,be.prs.3f.sg,be,"prs, 3f, sg",
9162,tʰina,be.prs.3m.sg,be,"prs, 3m, sg",
9163,tʰini,be.prs.3f.sg,be,"prs, 3f, sg",
9164,niʂ-isan,sit-ptcp.pf,sit,"ptcp, pf",
9165,tʰinek,be.prs.1pl,be,"prs, 1pl",
9166,ke-iba,do-fut.3sg,do,"fut, 3sg",
9167,tʰini,be.prs.3f.sg,be,"prs, 3f, sg",
9168,aːj-i,come-cv,come,cv,cv
9169,aːj-i,come-cv,come,cv,cv
9170,ɖe-wa-idaːon,run_away-dist.pst.3pl,run_away,"dist, pst, 3pl",
9171,ɖe-wa-idaːon,run_away-dist.pst.3pl,run_away,"dist, pst, 3pl",
9172,ga-ik,go-pst.1pl,go,"pst, 1pl",
9173,d-i,go-cv,go,cv,cv
9174,aŋgas-ok,climb-pst.1pl,climb,"pst, 1pl",
9175,aŋgas-ok-ãː-ki,reach-pst.1pl-dat-to,reach,"pst, 1pl, dat, to",
9176,buwa,be.pst.3m.sg,be,"pst, 3m, sg",
9177,bot,be.pst.3pl,be,"pst, 3pl",
9178,lag-ua,need-pst.3m.sg,need,"pst, 3m, sg",
9179,niɕ-isan,sit-ptcp.pf,sit,"ptcp, pf",
9180,tʰanet,be.prs.3pl,be,"prs, 3pl",
9181,niɕ-isan,sit-ptcp.pf,sit,"ptcp, pf",
9182,tʰanet,be.prs.3pl,be,"prs, 3pl",
9183,ta-ok,see-pst.1pl,see,"pst, 1pl",
9184,ta-idaːok,see-dist.pst.1pl,see,"dist, pst, 1pl",
9185,kʰaː-ok,pull_out-pst.1pl,pull_out,"pst, 1pl",
9186,ke-wa,do-imp.pl,do,"imp, pl",
9187,ɬ-iu,give-imp.pl,give,"imp, pl",
9188,ʥa-us,say-pst.3sg,say,"pst, 3sg",
9189,aːn-ito-waː,bring-prf.2pl-q,bring,"prf, 2pl, q",
9190,ʥa-wok,say-pst.1pl,say,"pst, 1pl",
9191,tʰana,be.prs.3m.sg,be,"prs, 3m, sg",
9192,ke-mek,do-prs.1pl,do,"prs, 1pl",
9193,ga,go.pst.3sg,go,"pst, 3sg",
9194,tʰana,be.prs.3m.sg,be,"prs, 3m, sg",
9195,ʥa-us,say-pst.3sg,say,"pst, 3sg",
9196,ga-iu,go-opt,go,opt,
9197,baːl-imek-ãː,look-prs.1pl-dat,look,"prs, 1pl, dat",
9198,ʦu-itanet,walk-prf.3pl,walk,"prf, 3pl",
9199,ʥa-us,say-pst.3sg,say,"pst, 3sg",
9200,ʥa-us,say-pst.3sg,say,"pst, 3sg",
9201,tʰanet,be.prs.3pl,be,"prs, 3pl",
9202,ʥa-uwa,say-pst.1pl,say,"pst, 1pl",
9203,tʰana,be.prs.3m.sg,be,"prs, 3m, sg",
9204,tʰina,be.prs.3m.sg,be,"prs, 3m, sg",
9205,ʥa-us,say-pst.3sg,say,"pst, 3sg",
9206,tʰanet,be.prs.3pl,be,"prs, 3pl",
9207,ʥa-us,say-pst.3sg,say,"pst, 3sg",
9208,baːl-um-ãː,look-pst.1sg-dat,look,"pst, 1sg, dat",
9209,bot,be.pst.3pl,be,"pst, 3pl",
9210,gir-ibot,travel-dist.pst.3pl,travel,"dist, pst, 3pl",
9211,kʰaː-um,pull_out-pst.1sg,pull_out,"pst, 1sg",
9212,ʥa-um,say-pst.1sg,say,"pst, 1sg",
9213,ker-u,do-pst.2sg,do,"pst, 2sg",
9214,na-ba-met,can-prs.3pl,can,"prs, 3pl",
9215,ke-ok,do-pst.1pl,do,"pst, 1pl",
9216,ke-ok,do-pst.1pl,do,"pst, 1pl",
9217,aːja,come.pst.3sg,come,"pst, 3sg",
9218,aːn-itok,bring-prf.1pl,bring,"prf, 1pl",
9219,ʥa-us,say-pst.3sg,say,"pst, 3sg",
9220,laga-um,install-pst.1sg,install,"pst, 1sg",
9221,aːn-ito,bring-prf.2pl,bring,"prf, 2pl",
9222,aːn-itok,bring-prf.1pl,bring,"prf, 1pl",
9223,ʥa-on-ãː,say-pst.3pl-dat,say,"pst, 3pl, dat",
