text_title;sentence_number;include;preceding_word;preceding_word_pos;preceding_word_morph;preceding_word_gls;borrowing;verb;verb_morph;verb_gls;sentence;sentence_gls;sentence_trsl;semantic_field;;;;;;;;;;;;
20230112-NoorHassanTellingLifeStory;347;no;sawaːl;nf;sawaːl;question;Ar;keum;ke-um;do-pst.1sg;sirif sihat -an-i sawaːl ke-um ʥahaːz -a niʂ-i;only health gen-f question do-pst.1sg plane obl sit-cv;i want the health from God;;;;;;;;;;;;;
20220718-FazalHakimAfghanAboutLibatary;101;yes;muzduri;nf;muzduri;labor.work;Per;kemet;ke-met;do-prs.3pl;noi kara ʨi te galaʈaːk-a dar-isan tinet-e ime xo ziaːt beʨaːragaːn muzduri ke-met diaːɽi ke-met;some that dist.obl.sg Kalkatak-obl stay-ptcp.pf be.prs.3pl prox.pl but more labor.work do-prs.3pl daily do-prs.3pl;Now the situation in Kalkatak is that everyone is doing daily labor;9;;;;;;;;;;;;
20230111-BahramKhanMasjedMolve;58;no;hifiz;n;hifiz;Quran.memorizer;Ar;kemes;ke-mes;do-prs.2sg;hifiz ke-mes kol-a paːɬena ke-mes saːf qisa-a ke-wa kata ʥa-u ba ʥa-a ʥa-a;Quran.memorizer do-prs.2sg when-obl since do-prs.2sg all story-obl do-imp.pl how.many say-pst.2sg irr say-imp.sg say-imp.sg;Tell me about your memorization(of Quran), how long you have been studying;;;;;;;;;;;;;
20220409-RafeezUllahDarsolQuran;50;no;hifiz;n;hifiz;Quran.memorizer;Ar;ke;ke;do.cv;daːwat ʨala-i jak zan ga tena masal-an karaːʨi piɕaːwar te di hifiz ke aːja;drive-cv one person from.there Karachi Peshawar dist.obl.sg go.cv Quran.memorizer do.cv come.pst.3sg;Then one after another they went to Karachi Peshawar and came back with memorization;;;;;;;;;;;;;
20220718-IsrarudinTailoring;82;yes;mazduri;nf;mazduri;labor.work;Per;kemaːn;ke-maːn;do-prs.3sg;bas baːp gila ke-maːn mazduri ke-maːn;okay father thing do-prs.3sg labor.work do-prs.3sg;father is also doing labor work.;9;;;;;;;;;;;;
20230507-ConversationBetweenQilaatKhanAndWarisha;75;no;hifiz;n;hifiz;Quran.memorizer;Ar;kemem;ke-mem;do-prs.1sg;hifiz ke-mem;Quran.memorizer do-prs.1sg;I do the hifz(memorizing Quran);;;;;;;;;;;;;
20220718-IsrarudinTailoring;90;yes;mazduri;nf;mazduri;labor.work;Per;kemaːn;ke-maːn;do-prs.3sg;wuj baːp tana taːnai mazduri ke-maːn;this father be.prs.3m.sg self labor.work do-prs.3sg;father is doing labor work;9;;;;;;;;;;;;
20220424-RahmatGhaniBabaKiSabziyat;42;no;mueʈi;n;mueʈi;radish;;kemek;ke-mek;do-prs.1pl;mueʈi ke-mek ʈʰempar bi ke-mek har ki sabzi bi ke-mek gaːzari ke-mek;radish do-prs.1pl turnip add do-prs.1pl every what vegetable add do-prs.1pl carrot do-prs.1pl;We grow radishes, turnips, and carrots;;;;;;;;;;;;;
20220424-RahmatGhaniBabaKiSabziyat;66;no;muleʈi;n;muleʈi;radish;;kemet;ke-met;do-prs.3pl;nori te ki ɕai tʰana gaːzari ke-met muleʈi ke-met ʈʰempar ke-met laːɽu ke-met;now here what thing be.prs.3m.sg carrot do-prs.3pl radish do-prs.3pl turnip do-prs.3pl pumpkin do-prs.3pl;Now in this period they do carrot, radish, turnip and pumpkin etc.;;;;;;;;;;;;;
20231016-Israr-u-dinAtHisShop;40;no;reʈ;n;reʈ;rate;Eng;keu;ke-u;do-pst.2sg;lawans -a nori ɕila tʰana ʨi tuiː ja reʈ ke-u ba;Drosh obl now such.thing be.prs.3m.sg that you.sg.erg indf rate do-pst.2sg irr;when you tell the price in Darosh;;;;;;;;;;;;;
20231016-Israr-u-dinAtHisShop;41;no;reʈ;n;reʈ;rate;Eng;kemaːn;ke-maːn;do-prs.3sg;maːnuʂ to manzi ɬe reʈ ke-maːn;man you.sg.obl with/at three rate do-prs.3sg;the customer give two three prices;;;;;;;;;;;;;
20220706-AbdulMananTellingFolkTale[2];53;no;tajaːri;adj;tajaːr-i;ready;Ar;keron;ker-on;do-pst.3pl;roʦ-a tajaːr-i ker-on ʨi;morning-obl ready-nmlz do-pst.3pl that;Getting ready for the morning;;;;;;;;;;;;;
20220123-MAShahAdbiSargarmi;232;no;tajaːr;adj;tajaːr;ready;Ar;keik;ke-ik;do-vn;tamaːm har ɕai ite mauʥud tʰanet asun-i madad-e muj asu ɕai-naːm-a tajaːr ke-ik ɕuro ke-itum;all every thing here present.moment be.prs.3pl prox.gen.sg-f help-erg/ins I.erg prox.obl.pl thing-pl-obl ready do-vn start do-prf.1sg;Because of all these things, I have started this work;;;;;;;;;;;;;
20220706-MeraKhantellingfolkTale;52;no;tajaːr;adj;tajaːr;ready;Ar;keusãː;ke-us-ãː;do-pst.3sg-dat;genʈ-us-ãː ki toli saːmaːn maːmaːn-a tajaːr ke-us-ãː ke-us-ãː ke-us-ãː haːlaːt-a baːl-us-ãː ki;win-pst.3sg-dat to when goods m-redupl-obl ready do-pst.3sg-dat do-pst.3sg-dat do-pst.3sg-dat situation-obl look-pst.3sg-dat to;Went inside and started packing things etc;;;;;;;;;;;;;
20220809-HabibUllahNaimJanAboutShoping;14;yes;muzduri;nf;muzduri;labor.work;Per;keru;ker-u;do-pst.2sg;muzduri ker-u ba tasa bi na ɬ-imet;labor.work do-pst.2sg irr dist.obl.sg add not give-prs.3pl;Those who work with them also do not pay;9;;;;;;;;;;;;
20220124-SadaatVisitAkroiToArandugole;73;no;tajaːr;adj;tajaːr;ready;Ar;keton;ke-ton;do-prf.3pl;dara bak-ãː ga-ik-ãː ki ʥo tine ɕila bua ze ʥo neɽa neɽa aːjat xo tobak mobaka bi nawari-ãː tajaːr ke-ton;up side-dat go-vn-dat to there such.thing be.pst.3m.sg comp come.pst.3pl but gun add dat ready do-prf.3pl;When we reached the top, they also came with guns in their hands.;;;;;;;;;;;;;
20220809-HabibUllahNaimJanAboutShoping;124;yes;muzduri;nf;muzduri;labor.work;Per;kemek;ke-mek;do-prs.1pl;muzduri ke-mek belkul jekek ʈem zin-i ʈem-a milaːu b-imaːn zin-i ʈem-a na b-imaːn;labor.work do-prs.1pl exactly time f time-obl met be-prs.3sg f time-obl not be-prs.3sg;Laboring is also not available all the time;9;;;;;;;;;;;;
20220909-InamullahNarrationAboutRamRam;67;yes;mazduri;nf;mazduri;labor.work;Per;kemet;ke-met;do-prs.3pl;kara islaːmabad-e far kara ja ʈaːn waːri ʈan d-i taːnu-ãː mazduri ke-met;who Islamabad-erg/ins yonder who indf area other area go-cv self's-dat labor.work do-prs.3pl;Some people go to Islamabad and do their labour;9;;;;;;;;;;;;
20220701-AbulHassanNahairSafai;37;no;tajaːr;adj;tajaːr;ready;Ar;kedaːus;ke-daːus;do-dist.pst.3sg;aman-a baːb-e tine ʈem-a mansuba-a tajaːr ke-daːus ifaːd muhkam-aː ki;our-m father-erg/ins that.obl time-obl planning-obl ready do-dist.pst.3sg AFAD dat to;My father had previously planned for this in his time with the [AFAD] organization.;;;;;;;;;;;;;
20230111-AhsanUllahDriver;15;yes;muzduri;nf;muzduri;labor.work;Per;kemek;ke-mek;do-prs.1pl;taːnu ajaː en tareqa e muzduri ke-mek;self's prox.erg/ins way erg/ins labor.work do-prs.1pl;this is the way we work;9;;;;;;;;;;;;
20230111-AhsanUllahDriver;18;yes;muzduri;nf;muzduri;labor.work;Per;kemem;ke-mem;do-prs.1sg;au gaːɽai gira-mem taːnu muzduri ke-mem;and car drive-prs.1sg self's labor.work do-prs.1sg;drive car and earn money for myself;9;;;;;;;;;;;;
20230514-ConversationBetweenZahairShahAndHabibUmer;36;yes;muzduri;nf;muzduri;labor.work;Per;keji;ke-ji;do-cv;baloʨistaːn d-ijau taːnu-ãː muzduri ke-ji baj na tʰina-aː;Baluchistan go-opt self's-dat labor.work do-cv good not be.prs.3m.sg-q;or went to Balochistan, isn't it good to work hard and earn;9;;;;;;;;;;;;
20230514-ConversationBetweenZahairShahAndHabibUmer;39;yes;muzduri;nf;muzduri;labor.work;Per;kemek;ke-mek;do-prs.1pl;ama maːlai tenfaːr muzduri muzduri ke-mek;we below dist.erg.sg-yonder labor.work labor.work do-prs.1pl;we labour at the city;9;;;;;;;;;;;;
20230514-ConversationBetweenZahairShahAndHabibUmer;67;yes;muzduri;nf;muzduri;labor.work;Per;kemet;ke-met;do-prs.3pl;faqir gila -e ke-i baːl-a ten far muzduri ke-met nori;Faqeer pl erg/ins do-cv look-imp.sg dist.erg.sg yonder labor.work do-prs.3pl now;The Faqir took the contract, now look, he works there;9;;;;;;;;;;;;
20230514-LifeStoryOfHabibZaman;24;yes;mazduri;nf;mazduri;labor.work;Per;kemaːn;ke-maːn;do-ptcp.ipf;mazduri ke-maːn bom bas aːxiri -a mazduri paidaː na bua;labor.work do-ptcp.ipf be.pst.1sg okay final obl labor.work appeared not be.pst.3m.sg;finally i got to work there;9;;;;;;;;;;;;
20230113-SubhaUllahTalkingAboutHisBusiness;31;no;tajaːr;adj;tajaːr;ready;Ar;ketok;ke-tok;do-prf.1pl;bas nori laka sa dukaːn -a tajaːr ke-tok;okay now like prox.obl.sg shop obl ready do-prf.1pl;we had made it approximately ready;;;;;;;;;;;;;
20211114-AhmadDrivingStory;27;yes;ɕaːgardi;<Not Sure>;ɕaːgardi;learning;Per;kerum;kerum;do;du kaːl-aː gaːɽaːi-a ki muj ɕaːgardi kerum;two year-dat car-obl I.erg learning(?) do;Learned the driving for two years as an assistant.;17;;;;;;;;;;;;
20220716-AbdulQahirFoladNari;10;yes;intixaːb;n;intixaːb;choice;Ar;kerum;ker-um;do-pst.1sg;au tine ki muj taːnu-ãː ki intixaːb ker-um saːins-an-i mazmun intixaːb ker-um;and that.obl to I.erg self's-dat to choice do-pst.1sg science-gen-f subject(?) choice do-pst.1sg;I chose science subject for myself in this two year program;17;;;;;;;;;;;;
20220716-AbdulQahirFoladNari;45;yes;intixaːb;n;intixaːb;choice;Ar;ketum;ke-tum;do-prf.1sg;au in ɕaːallah taːalaː muj taːnu-ãː taxalus bi intixaːb ke-tum;and inshallah almighty I.erg self's-dat pseudonym(?) add choice do-prf.1sg;I have chosen a pseudonym along with my name;18;;;;;;;;;;;;
20220718-FazalHakimAfghanAboutLibatary;85;yes;ʂam;n;ʂam;work;;kemaːn;ke-maːn;do-prs.3sg;ɕaːgirdaːn-a ki bi jak gawar tina ʥaːvid ʥa-i haranu-an-a tina se mo manzi ʂam ke-maːn;students-obl add one Gawar be.prs.3m.sg Javed say-cv Arandu-gen-m be.prs.3m.sg dist.sg I.obl with/at work do-prs.3sg;One of the students is also from Arundu, his name is Javed;9;;;;;;;;;;;;
20220123-MAShahAdbiSargarmi;179;no;tajaːria;adj;tajaːr-i-a;ready-nmlz-obl;Ar;kejiu;ke-jiu;do-opt;ze asa bi asan-i tajaːr-i-a ke-jiu tine hadika-a;comp prox.obl.sg add prox.gen.sg-f ready-nmlz-obl do-opt that.obl place(?)-obl;that it needs to be ready;;;;;;;;;;;;;
20220718-FazalHakimAfghanAboutLibatary;32;yes;kulaːu;adj;kulaːu;opened;Ur;keri;ker-i;do-cv;do hazaːr bis-a pen tenbak te ʥ-i muj taːnu-ãː privaʈ seʈap kulaːu ker-i xalq-an xidmat-an dapaːra ʥ-i;two thousand twenty-obl from after dist.obl.sg come-cv I.erg self's-dat private setup opened do-cv people-gen service-gen come-cv;Then after that period I opened my private setup to serve people;9;;;;;;;;;;;;
20220718-FazalHakimAfghanAboutLibatary;28;yes;ter;adj;ter;passing;Psh;ketum;ke-tum;do-prf.1sg;daʂ kaːl muj timargara-a ter ke-tum;ten year I.erg Tamergarh-obl passing do-prf.1sg;I have spent ten years in Tamergarh;1;;;;;;;;;;;;
20220718-IsrarudinTailoring;22;yes;paːs;<Not Sure>;paːs;passing;Eng;ketum;ke-tum;do-prf.1sg;daʂ-ama paːs ke-tum nori meʈrak ke-tum;ten-ord passing do-prf.1sg now matriculation do-prf.1sg;Now I have completed the matriculation;?;;;;;;;;;;;;
20220718-QaderAndBabarConversation;124;yes;muqaːbila;n;muqaːbil-a;competing;Ar;kejetiau;ke-jeti-au;do-opt;ʨi time taːlim-an-a maidaːn-a ʥ-i muqaːbil-a ke-jeti-au;that dist.pl education-gen-m field-obl come-cv competing-obl do-opt;They should come and compete with people in the field of education;19;;;;;;;;;;;;
20220718-QaderAndBabarConversation;60;no;ter;adj;ter;passing;Psh;ke;ke;do.cv;axtar-a ter ke ɬe baːga ter ke ama aːjak;Eid-obl passing do.cv three day(24hours) passing do.cv we come.pst.1pl;We came back on the third day of Eid.;;;;;;;;;;;;;
20220718-QaderAndBabarConversation;60;no;ter;adj;ter;passing;Psh;ke;ke;do.cv;axtar-a ter ke ɬe baːga ter ke ama aːjak;Eid-obl passing do.cv three day(24hours) passing do.cv we come.pst.1pl;We came back on the third day of Eid.;;;;;;;;;;;;;
20220718-RahmatUllahServices;33;yes;hisaːb;<Not Sure>;hisaːb;counting;Ar;kerua;ker-ua;do-pst.3m.sg;tasa muj ɕil-a hisaːb ker-ua ʨi;dist.obl.sg I.erg such-m counting do-pst.3m.sg that;I made such a program for him;9;;;;;;;;;;;;
20220909-GulamBuDinDriver;43;yes;loɖ;n;loɖ;load;Eng;ke;ke;do.cv;bas dara ga-ik zanŋgal-a loɖ ke loɖ ke patagiri aːjak-ãː ki fant-a gaːɽai brik ɬam wuɽ-us;okay up go-pst.1pl forest-obl load do.cv load do.cv back come.pst.1pl-dat to path-obl car brake work pst.3sg;It so happened that we went to the forest and were returning after loading, then the car's brake failed;10;;;;;;;;;;;;
20220909-GulamBuDinDriver;43;yes;loɖ;n;loɖ;load;Eng;ke;ke;do.cv;bas dara ga-ik zanŋgal-a loɖ ke loɖ ke patagiri aːjak-ãː ki fant-a gaːɽai brik ɬam wuɽ-us;okay up go-pst.1pl forest-obl load do.cv load do.cv back come.pst.1pl-dat to path-obl car brake work pst.3sg;It so happened that we went to the forest and were returning after loading, then the car's brake failed;10;;;;;;;;;;;;
20220718-RahmatUllahServices;60;yes;iɕu;n;iɕu;issue;Eng;keron;ker-on;do-pst.3pl;haranu-a gait haːi sikul-a xalaq-ã ki paisa-a gila ker-on iɕu ker-on;Arandu-obl go.pst.3pl high school-obl people-dat to money-obl thing do-pst.3pl issue do-pst.3pl;So these people went there and issued money to the poor;19;;;;;;;;;;;;
20231016-Israr-u-dinAtHisShop;148;yes;zikir;n;zikir;mention;Ar;kerum;ker-um;do-pst.1sg;jaraː muj xo tãː pura nori zikir ker-um ʨi;yes I.erg you.sg.dat whole now mention do-pst.1sg that;yes i have told you in detail;18;;;;;;;;;;;;
20230514-LifeStoryOfHabibZaman;78;yes;raham;nf;raham;mercy;Ar;keijau;ke-ijau;do-opt;bas ama rataj bas allah raham ke-ijau naː waːri ba salaːm alikum;okay we.obl on okay God mercy do-opt besides irr may peace be upon you;God bless us, Assalamualikum;22;;;;;;;;;;;;
20220718-RahmatUllahServices;173;yes;mulaːqaːt;adj;mulaːqaːt;met;Ar;ke;ke;do.cv;bilaːwal buʈu-an-a xaːs nafri tasa manzi muj mulaːqaːt ke;Bilawal Bhutto-gen-m special people dist.obl.sg with/at I.erg met do.cv;They are close people of Bilawal Bhutto, I met them;19;;;;;;;;;;;;
20220718-RahmatUllahServices;155;yes;selakʈ;n;selakʈ;select;Eng;keikana;ke-ik-an-a;do-vn-gen-m;mon-a law ɖal ɕauq tʰana asa nauʥuwaːn-a ja ʈʰaːn-a gila ke-ik-an-a selakʈ ke-ik-an-a;my-m very big interest be.prs.3m.sg prox.obl.sg adoloscents-obl indf area-obl thing do-vn-gen-m select do-vn-gen-m;My passion is to create a ground for youth if any one help to choose a place;19;;;;;;;;;;;;
20220809-HabibUllahNaimJanAboutShoping;56;yes;koɕiɕ;nf;koɕiɕ;attempt;Per;kejiu;ke-jiu;do-opt;mengaːi-an-a toɽ-an-a koɕiɕ ke-jiu;inflation-gen-m gen-m attempt do-opt;None;19;;;;;;;;;;;;
20220809-HabibUllahNaimJanAboutShoping;78;no;zindagi;nf;zindagi;life;Per;kemet;ke-met;do-prs.3pl;eːɕ-an-i zindagi ke-met;luxury(?)-gen-f life do-prs.3pl;They live a life of luxury;;;;;;;;;;;;;
20220406-AtiqWorkingAtGarden;46;yes;miks;n;miks;mix;Eng;kei;ke-i;do-cv;pamp-e ɬi tala-na b-imaːn au-a manzi miks ke-i;pump-erg/ins by put be-prs.3sg water-obl with/at mix do-cv;Sparay it with pump;8;;;;;;;;;;;;
20221009-AbulHassanCuttingMaize;93;yes;miks;n;miks;mix;Eng;kei;ke-i;do-cv;gom-a kaːnʦ-i paːʂ-a manzi miks ke-i;wheat-obl cultivate(?)-cv dung-obl with/at mix do-cv;Black manure will also be applied while cultivating wheat;8;;;;;;;;;;;;
20220809-HabibUllahNaimJanAboutShoping;82;yes;ter;adj;ter;passing;Psh;kemek;ke-mek;do-prs.1pl;au tʰanek naː rozmara ziŋndagi-a ter ke-mek;and be.prs.1pl life-obl passing do-prs.1pl;Our lives are just passing by;1;;;;;;;;;;;;
20220809-SamiAslamMobileRepier;20;yes;koɕiɕ;nf;koɕiɕ;attempt;Per;ke;ke;do.cv;asa riperiŋg-an-i dukaːn-a ʂaːʦi muj law koɕiɕ ke asa te kaːmiaːb ker-um giri te rataj law mehnat ker-um;prox.obl.sg repairing-gen-f shop-obl for I.erg very attempt do.cv prox.obl.sg dist.obl.sg success do-pst.1sg then dist.obl.sg on very hard.work do-pst.1sg;I made this shop successful with a lot of hard work and effort;9;;;;;;;;;;;;
20220809-SamiAslamMobileRepier;16;yes;kʰulaːu;adj;kʰulaːu;opened;Ur;kema;ke-ma;do-fut.1sg;fura ke-jik-e pat ʥ-i mon-i woj ja soʨ bui ʨi ãː haranu-a ʥ-i ja dukaːn kʰulaːu ke-ma;enough do-vn-erg/ins after come-cv my-f prox.sg indf thinking be.pst.3f.sg that I Arandu-obl come-cv indf shop opened do-fut.1sg;After completing this course I intended to open a shop in Arundu for this work;9;;;;;;;;;;;;
20230402-syedRahimTalkingAboutTaxi;94;yes;harakat;n;harakat;movement;Ar;kerana;ker-ana;do-nonfin.debit;rizq -an-a zimawaːr allah tʰana xo ton-a ki naj ki harakat ker-ana tʰana;livelihood gen-m owner God be.prs.3m.sg but your-m any(thing) no movement do-nonfin.debit be.prs.3m.sg;Allah is the owner of livelihood but we have to move;22;;;;;;;;;;;;
20220809-SamiAslamMobileRepier;17;yes;kʰulau;adj;kʰulau;opened;Ur;ketum;ke-tum;do-prf.1sg;sa kʰulau ke-tum sa kʰulau ker-um te ʥ-i;prox.obl.sg opened do-prf.1sg prox.obl.sg opened do-pst.1sg here come-cv;Then opened this shop here;9;;;;;;;;;;;;
20220809-SamiAslamMobileRepier;17;yes;kʰulau;adj;kʰulau;opened;Ur;kerum;ker-um;do-pst.1sg;sa kʰulau ke-tum sa kʰulau ker-um te ʥ-i;prox.obl.sg opened do-prf.1sg prox.obl.sg opened do-pst.1sg here come-cv;Then opened this shop here;9;;;;;;;;;;;;
20220909-GulamBuDinDriver;44;yes;kuɕiɕ;nf;kuɕiɕ;attempt;Per;keok;ke-ok;do-pst.1pl;tasan-a pataj maːlagran bui law kuɕiɕ ke-ok i-sʈaːʈ bi du ɬe war ban ke-ok;dist.gen.sg-m after lower.side be.pst.3f.sg very attempt do-pst.1pl start add two three do-pst.1pl;I had lowered the car and turned off the start of the car two or three times, but it proved futile;9;;;;;;;;;;;;
20220123-MulaAdinaLokDastan;99;yes;naːm;nm;naːm;name;;keika;ke-ik-a;do-vn-obl;ite hadika-a voi saŋgar aːli nori tasan-a naːm ke-ik-a ʂaʦi tasa saŋgaːli ʥa-met voi sanŋgaːli na tʰana saŋgar aːli tʰana;here place(?)-obl prox.sg Sangrali now dist.gen.sg-m name do-vn-obl for dist.obl.sg Sangali say-prs.3pl prox.sg Sangrali not be.prs.3m.sg Sangrali be.prs.3m.sg;Here this Singerali is now called Sangali but it is Sangrali;18;;;;;;;;;;;;
20220909-GulamBuDinDriver;8;yes;paːs;<Not Sure>;paːs;passing;Eng;keum;ke-um;do-pst.1sg;do hazaːr teraː daʂ-ama paːs ke-um tasan-a pata-an-a;two thousand thirteen ten-ord passing do-pst.1sg dist.gen.sg-m after-gen-m;I passed the 10th standard on 2013;9;;;;;;;;;;;;
20220909-GulamBuDinDriver;63;yes;ter;adj;ter;passing;Psh;kemek;ke-mek;do-prs.1pl;law taklif-e bas taːnu zindagi tʰini sa ter ke-mek;very trouble-erg/ins okay self's life be.prs.3f.sg prox.obl.sg passing do-prs.1pl;Just spend your time very painfully;1;;;;;;;;;;;;
20220909-GulamBuDinDriver;47;yes;baʨ;n;baʨ;saving;Ur;keus;ke-us;do-pst.3sg;bas allah paːk-e ama tine ki baʨ ke-us;okay God clean-erg/ins we.obl there saving do-pst.3sg;Only Allah saved me;22;;;;;;;;;;;;
20230215-SharGhaniTreatmentWitPatient;65;yes;kʰulaːu;adj;kʰulaːu;opened;Ur;kei;ke-i;do-cv;hattaː ki namaːtpeɕi-a bi aspataːl -a kʰulaːu ke-i;afternoon-obl add hospital obl opened do-cv;the hospital is open after noon time also;19;;;;;;;;;;;;
20220909-InamullahNarrationAboutRamRam;40;yes;ter;adj;ter;passing;Psh;keru;ker-u;do-pst.2sg;laːm-a ki raw-an-i waxt ter ker-u tasa qisa-a ke-wa sabaq ki raw-an-a ʥa-u-u kine dar-os ki ke-maːn bos;village-obl what way-gen-f time passing do-pst.2sg dist.obl.sg story-obl do-imp.pl lesson what way-gen-m say-imp.pl where stay-pst.2sg what do-ptcp.ipf be.pst.2m.sg;Tell us a little bit about your life here in the village;19;;;;;;;;;;;;
20220909-JihadUllahTellingLifeStory;85;yes;ɕaitaːni;n;ɕaitaːni;demonization;Ar;kemaːn;ke-maːn;do-prs.3sg;sejak ʥ-i jaːr ɕaitaːni ke-maːn ʨi woj te na ʐup-ijau te ʐup-ijau;dist.sg-one come-cv demonization do-prs.3sg that prox.sg here not become-opt here become-opt;So the other comes and demonizes it, why does it happen?;16;;;;;;;;;;;;
20221009-AbulHassanCuttingMaize;80;yes;zor;nf;zor;power;Per;kejit;ke-jit;do-pst.3pl;hisaːb kitaːb na bui xalaq zamindaːri-a rataj zor ke-jit;counting book not be.pst.3f.sg people farming-obl on power do-pst.3pl;If people did not have businesses, they depended on farming;8;;;;;;;;;;;;
20221009-AbulHassanCuttingMaize;12;yes;ɕuro;n;ɕuro;start;Ar;keitok;ke-itok;do-prf.1pl;au bas nori ɕuro ke-itok alhamdulillah;and okay now start do-prf.1pl praise be to God;By the name of God we have started;9;;;;;;;;;;;;
20221009-InamullahCuttingfruit;7;yes;band;adj;band;closed;;kerimek;ker-imek;do-prs.1pl;sin-a jak rikorɖiŋg-a ki band ker-imek;scene-obl one recording-obl closed do-prs.1pl;So this scene we are closing in the recording;9;;;;;;;;;;;;
20221009-MuhibUllahWatchingBee;84;yes;ʥama;n;ʥama;collecting;Ar;kemet;ke-met;do-prs.3pl;parz-os-aː ʥama ke-met;understand-pst.2sg-q collecting do-prs.3pl;Collect it;5;;;;;;;;;;;;
20221009-MuhibUllahWatchingBee;58;yes;istimaːl;n;istimaːl;use;Ar;keikani;ke-ik-an-i;do-vn-gen-f;asa gila ke-ik-an-i istimaːl ke-ik-an-i;prox.obl.sg thing do-vn-gen-f use do-vn-gen-f;We will use it;5;;;;;;;;;;;;
20221009-MuhibUllahWatchingBee;73;yes;istimaːl;n;istimaːl;use;Ar;kemet;ke-met;do-prs.3pl;gila-a ʂaʦi istimaːl ke-met;thing-obl for use do-prs.3pl;It is also used for this;5;;;;;;;;;;;;
20221015-GholamMalakCuttingMeat;34;yes;band;adj;band;closed;;ke;ke;do.cv;jafala sa band ke baːti ke-wa;some prox.obl.sg closed do.cv word do-imp.pl;Stop your work and talk;9;;;;;;;;;;;;
20220424-RahmatGhaniBabaKiSabziyat;23;yes;biu;nf;biu;paneeri;;kemek;ke-mek;do-prs.1pl;palaːn-an-i biu ke-mek palaːn kʰaːi-mek tasa palaːn-an-i biu-a bi woj ama taːnu ɣaribi-a ʂaʦi;onion-gen-f paneeri do-prs.1pl onion dig-prs.1pl dist.obl.sg onion-gen-f paneeri-obl add prox.sg we self's poor-obl for;Apart from this, growing onions in the middle of it is just our poverty.;8;;;;;;;;;;;;
20220424-RahmatGhaniBabaKiSabziyat;39;yes;biu;nf;biu;paneeri;;kemaːn;ke-maːn;do-prs.3sg;au ɕiki mi palaːn-an-i biu ke-maːn harjak ka na ke-met naː;and so onion-gen-f paneeri do-prs.3sg every-one do-prs.3pl;similarly people do grow something;8;;;;;;;;;;;;
20221015-GholamMalakCuttingMeat;60;yes;madad;nf;madad;help;Ar;kemem;ke-mem;do-prs.1sg;taːnu nanaː manzi sa manzi ki madad ke-mem;self's brother with/at prox.obl.sg with/at help do-prs.1sg;I help my brother;19;;;;;;;;;;;;
20211114-AhmadDrivingStory;103;yes;paːs;<Not Sure>;paːs;passing;Eng;kerum;ker-um;do-pst.1sg;ʈraːi ga-us-aː ki muj awal ʈraːi-a ki mi alhamdu lillah allah-n-a madad e sara karik tʰana e muj awal ʈraːi-a ki paːs ker-um;try pst.3sg-dat to I.erg first try-obl praise be to God God-gen-m help erg/ins with which be.prs.3m.sg I.erg first try-obl passing do-pst.1sg;By the grace of Allah, I succsseded in the first try.;17;;;;;;;;;;;;
20211114-AhmadDrivingStory;104;yes;paːs;<Not Sure>;paːs;passing;Eng;kerumaː;ker-um-aː;do-pst.1sg-dat;paːs ker-um-aː ki giri karik tʰan i giri taːlim ɕuro ker-ok;passing do-pst.1sg-dat to then which be.prs.3m.sg then education do.start-pst.1pl;After passing the trial, I started the education;17;;;;;;;;;;;;
20211114-AhmadDrivingStory;105;yes;paːs;<Not Sure>;paːs;passing;Eng;kerum;ker-um;do-pst.1sg;kaʨaːna giri kaʨaːna awal iɕaːr-an-a tʰi iɕaːr-aː ki muj awal-a ki paːs ker-um;then first signal-gen-m be.cv signal-dat to I.erg first-obl passing do-pst.1sg;After a while, I passed the signal test at the first opportunity;17;;;;;;;;;;;;
20211114-AhmadDrivingStory;106;yes;paːs;<Not Sure>;paːs;passing;Eng;kerum;ker-um;do-pst.1sg;iɕaːr-aːn-a boʈ-a ki ustaːz taːnai ispekʈar taːnai ga-maːn tasa muj awal-a ki paːs ker-um;signal-gen-m obl teacher self inspector self prs.3sg dist.obl.sg I.erg first-obl passing do-pst.1sg;The instructor itself takes the signal boot, which i passed in the first try.;17;;;;;;;;;;;;
20211114-AhmadDrivingStory;107;yes;paːs;<Not Sure>;paːs;passing;Eng;kerum;ker-um;do-pst.1sg;giri revas ʈraːi ki bi alhamdu lillah sat genʈ-aː ki tasa bi awal-a ki paːs ker-um;then reverse try praise be to God seven hour-dat dist.obl.sg add first-obl passing do-pst.1sg;After that I also passed the reserve try;17;;;;;;;;;;;;
20211114-AhmadDrivingStory;117;yes;paːs;<Not Sure>;paːs;passing;Eng;kerum;ker-um;do-pst.1sg;giri kol tes genʈ-a ki maː ki tes genʈ-aːn-a gila muj das genʈ-aː ki alhamdu lillah tasa ʈraːi-a bi muj kaʨa-a bi awal ʈraːi ki muj paːs ker-um;then thirty hour-dat to I.dat to thirty hour-gen-m thing I.erg ten hour-dat to praise be to God dist.obl.sg try-obl I.erg rough-obl add first try I.erg passing do-pst.1sg;Then, thank God, I passed the 30-hour trial in just six hours;17;;;;;;;;;;;;
